	27432 - DIVERSIFICADO			27431 - ACCIONES COLOMBIA		
FECHA	val. Unidad	val. Fondo	rt.30	val. Unidad	val. Fondo	rt.30
1/1/2012						
1/2/2012						
1/3/2012						
1/4/2012						
1/5/2012						
1/6/2012						
1/7/2012						
1/8/2012						
1/9/2012						
1/10/2012						
1/11/2012						
1/12/2012						
1/13/2012						
1/14/2012						
1/15/2012						
1/16/2012						
1/17/2012						
1/18/2012						
1/19/2012						
1/20/2012						
1/21/2012						
1/22/2012						
1/23/2012						
1/24/2012						
1/25/2012						
1/26/2012						
1/27/2012						
1/28/2012						
1/29/2012						
1/30/2012						
1/31/2012						
2/1/2012						
2/2/2012						
2/3/2012						
2/4/2012						
2/5/2012						
2/6/2012						
2/7/2012						
2/8/2012						
2/9/2012						
2/10/2012						
2/11/2012						
2/12/2012						
2/13/2012						
2/14/2012						
2/15/2012						
2/16/2012						
2/17/2012						
2/18/2012						
2/19/2012						
2/20/2012						
2/21/2012						
2/22/2012						
2/23/2012						
2/24/2012						
2/25/2012						
2/26/2012						
2/27/2012						
2/28/2012						
2/29/2012						
3/1/2012						
3/2/2012						
3/3/2012						
3/4/2012						
3/5/2012						
3/6/2012						
3/7/2012						
3/8/2012						
3/9/2012						
3/10/2012						
3/11/2012						
3/12/2012						
3/13/2012						
3/14/2012						
3/15/2012						
3/16/2012						
3/17/2012						
3/18/2012						
3/19/2012						
3/20/2012						
3/21/2012						
3/22/2012						
3/23/2012						
3/24/2012						
3/25/2012						
3/26/2012						
3/27/2012						
3/28/2012						
3/29/2012						
3/30/2012						
3/31/2012						
4/1/2012						
4/2/2012						
4/3/2012						
4/4/2012						
4/5/2012						
4/6/2012						
4/7/2012						
4/8/2012						
4/9/2012						
4/10/2012						
4/11/2012						
4/12/2012						
4/13/2012						
4/14/2012						
4/15/2012						
4/16/2012						
4/17/2012						
4/18/2012						
4/19/2012						
4/20/2012						
4/21/2012						
4/22/2012						
4/23/2012						
4/24/2012						
4/25/2012						
4/26/2012						
4/27/2012						
4/28/2012						
4/29/2012						
4/30/2012						
5/1/2012						
5/2/2012						
5/3/2012						
5/4/2012	" 9,996 "	" 292,847,387 "	 - 	" 9,935 "	" 780,619,210 "	 - 
5/5/2012	" 9,997 "	" 292,876,672 "	 - 	" 9,936 "	" 780,656,951 "	 - 
5/6/2012	" 9,998 "	" 292,903,653 "	 - 	" 9,935 "	" 782,593,728 "	 - 
5/7/2012	" 9,997 "	" 346,639,130 "	 - 	" 9,948 "	" 860,856,498 "	 - 
5/8/2012	" 10,006 "	" 347,134,336 "	 - 	" 9,946 "	" 862,824,597 "	 - 
5/9/2012	" 9,983 "	" 346,360,922 "	 - 	" 9,924 "	" 866,041,196 "	 - 
5/10/2012	" 9,981 "	" 346,565,064 "	 - 	" 9,944 "	" 867,831,360 "	 - 
5/11/2012	" 9,976 "	" 346,598,082 "	 - 	" 9,899 "	" 868,849,252 "	 - 
5/12/2012	" 9,977 "	" 346,631,479 "	 - 	" 9,899 "	" 868,841,040 "	 - 
5/13/2012	" 9,978 "	" 346,667,524 "	 - 	" 9,899 "	" 868,932,839 "	 - 
5/14/2012	" 9,959 "	" 346,175,310 "	 - 	" 9,727 "	" 853,902,744 "	 - 
5/15/2012	" 9,962 "	" 347,085,659 "	 - 	" 9,730 "	" 852,400,869 "	 - 
5/16/2012	" 9,963 "	" 370,212,208 "	 - 	" 9,733 "	" 855,739,324 "	 - 
5/17/2012	" 9,956 "	" 370,139,203 "	 - 	" 9,738 "	" 855,971,814 "	 - 
5/18/2012	" 9,969 "	" 370,677,829 "	 - 	" 9,695 "	" 852,177,271 "	 - 
5/19/2012	" 9,970 "	" 370,715,813 "	 - 	" 9,694 "	" 852,147,510 "	 - 
5/20/2012	" 9,971 "	" 370,751,145 "	 - 	" 9,694 "	" 852,112,757 "	 - 
5/21/2012	" 9,972 "	" 370,789,125 "	 - 	" 9,694 "	" 852,078,012 "	 - 
5/22/2012	" 9,979 "	" 371,567,982 "	 - 	" 9,716 "	" 865,194,712 "	 - 
5/23/2012	" 9,960 "	" 376,555,612 "	 - 	" 9,684 "	" 799,298,919 "	 - 
5/24/2012	" 9,967 "	" 383,415,118 "	 - 	" 9,706 "	" 803,662,635 "	 - 
5/25/2012	" 9,969 "	" 383,681,622 "	 - 	" 9,670 "	" 802,457,962 "	 - 
5/26/2012	" 9,970 "	" 387,120,455 "	 - 	" 9,669 "	" 802,434,975 "	 - 
5/27/2012	" 9,971 "	" 387,677,262 "	 - 	" 9,669 "	" 802,416,994 "	 - 
5/28/2012	" 9,974 "	" 389,457,794 "	 - 	" 9,628 "	" 801,527,688 "	 - 
5/29/2012	" 9,979 "	" 399,500,972 "	 - 	" 9,608 "	" 800,803,877 "	 - 
5/30/2012	" 9,978 "	" 400,370,370 "	 - 	" 9,541 "	" 795,623,105 "	 - 
5/31/2012	" 9,983 "	" 404,947,377 "	-1.69 	" 9,672 "	" 807,516,114 "	-35.25 
6/1/2012	" 9,986 "	" 405,030,286 "	-1.34 	" 9,578 "	" 812,159,517 "	-41.79 
6/2/2012	" 9,986 "	" 405,066,173 "	-1.17 	" 9,577 "	" 812,880,547 "	-40.77 
6/3/2012	" 9,987 "	" 405,102,063 "	-0.65 	" 9,577 "	" 812,843,394 "	-36.55 
6/4/2012	" 9,995 "	" 406,458,079 "	 0.27 	" 9,483 "	" 808,319,051 "	-43.62 
6/5/2012	" 10,001 "	" 408,026,961 "	 0.97 	" 9,462 "	" 807,944,879 "	-45.02 
6/6/2012	" 9,997 "	" 403,889,103 "	 0.57 	" 9,497 "	" 812,280,549 "	-43.28 
6/7/2012	" 10,007 "	" 404,260,338 "	 0.81 	" 9,535 "	" 825,534,429 "	-40.29 
6/8/2012	" 10,010 "	" 407,535,890 "	 3.85 	" 9,485 "	" 815,632,417 "	-42.48 
6/9/2012	" 10,011 "	" 407,577,545 "	 4.28 	" 9,485 "	" 815,609,837 "	-43.94 
6/10/2012	" 10,012 "	" 407,619,200 "	 4.95 	" 9,485 "	" 815,587,266 "	-40.69 
6/11/2012	" 10,013 "	" 407,658,169 "	 4.94 	" 9,485 "	" 820,564,708 "	-40.72 
6/12/2012	" 10,014 "	" 411,478,653 "	 4.82 	" 9,424 "	" 905,466,266 "	-45.19 
6/13/2012	" 10,014 "	" 422,681,014 "	 7.06 	" 9,442 "	" 907,247,184 "	-29.96 
6/14/2012	" 10,007 "	" 446,278,394 "	 5.64 	" 9,485 "	" 2,112,637,737 "	-25.77 
6/15/2012	" 10,013 "	" 536,203,868 "	 6.41 	" 9,446 "	" 2,108,354,680 "	-33.61 
6/16/2012	" 10,014 "	" 536,228,326 "	 7.23 	" 9,445 "	" 2,108,214,234 "	-32.81 
6/17/2012	" 10,015 "	" 536,266,785 "	 5.75 	" 9,445 "	" 2,108,133,804 "	-28.38 
6/18/2012	" 10,015 "	" 536,298,582 "	 5.65 	" 9,444 "	" 2,107,993,386 "	-27.43 
6/19/2012	" 10,020 "	" 547,457,677 "	 6.20 	" 9,515 "	" 2,130,867,732 "	-11.41 
6/20/2012	" 10,016 "	" 550,384,494 "	 5.48 	" 9,520 "	" 2,132,261,010 "	-9.80 
6/21/2012	" 10,045 "	" 558,239,602 "	 9.26 	" 9,379 "	" 2,108,244,225 "	-37.21 
6/22/2012	" 10,045 "	" 552,527,967 "	 11.47 	" 9,385 "	" 2,119,707,698 "	-33.25 
6/23/2012	" 10,046 "	" 552,588,220 "	 10.63 	" 9,385 "	" 2,119,673,247 "	-33.43 
6/24/2012	" 10,047 "	" 552,648,223 "	 10.49 	" 9,384 "	" 2,119,643,819 "	-30.53 
6/25/2012	" 10,056 "	" 554,226,525 "	 11.72 	" 9,211 "	" 2,108,288,363 "	-51.64 
6/26/2012	" 10,064 "	" 595,302,527 "	 12.64 	" 9,223 "	" 2,111,073,542 "	-49.13 
6/27/2012	" 10,067 "	" 601,286,534 "	 12.68 	" 9,356 "	" 2,142,623,442 "	-29.62 
6/28/2012	" 10,059 "	" 642,582,296 "	 10.45 	" 9,295 "	" 2,274,946,307 "	-36.07 
6/29/2012	" 10,063 "	" 654,644,745 "	 11.06 	" 9,395 "	" 2,299,587,987 "	-16.73 
6/30/2012	" 10,063 "	" 654,702,749 "	 10.45 	" 9,394 "	" 2,299,509,716 "	-23.15 
7/1/2012	" 10,064 "	" 655,810,753 "	 10.20 	" 9,394 "	" 2,301,091,463 "	-17.82 
7/2/2012	" 10,065 "	" 655,862,296 "	 10.06 	" 9,393 "	" 2,300,975,092 "	-17.37 
7/3/2012	" 10,062 "	" 660,049,902 "	 9.27 	" 9,524 "	" 2,342,698,339 "	 4.72 
7/4/2012	" 10,082 "	" 665,105,506 "	 11.62 	" 9,550 "	" 2,350,601,385 "	 15.60 
7/5/2012	" 10,092 "	" 685,194,697 "	 12.63 	" 9,545 "	" 2,346,435,125 "	 15.47 
7/6/2012	" 10,104 "	" 686,869,325 "	 14.67 	" 9,524 "	" 2,343,725,352 "	 9.00 
7/7/2012	" 10,104 "	" 706,929,535 "	 13.62 	" 9,523 "	" 2,343,654,666 "	 6.44 
7/8/2012	" 10,105 "	" 707,036,880 "	 13.12 	" 9,523 "	" 2,344,791,999 "	 9.08 
7/9/2012	" 10,101 "	" 736,415,143 "	 12.11 	" 9,477 "	" 2,333,518,451 "	 1.60 
7/10/2012	" 10,114 "	" 746,343,523 "	 13.91 	" 9,470 "	" 2,332,638,345 "	 0.54 
7/11/2012	" 10,135 "	" 928,308,605 "	 17.28 	" 9,522 "	" 2,345,609,826 "	 8.27 
7/12/2012	" 10,142 "	" 930,675,968 "	 18.26 	" 9,446 "	" 2,342,446,003 "	 0.20 
7/13/2012	" 10,165 "	" 1,225,591,315 "	 22.50 	" 9,530 "	" 2,363,731,281 "	 11.37 
7/14/2012	" 10,166 "	" 1,225,835,698 "	 22.33 	" 9,530 "	" 2,364,267,667 "	 8.61 
7/15/2012	" 10,166 "	" 1,228,192,275 "	 20.89 	" 9,529 "	" 2,364,138,020 "	 13.70 
7/16/2012	" 10,170 "	" 1,261,440,806 "	 21.07 	" 9,506 "	" 2,358,696,088 "	 10.32 
7/17/2012	" 10,166 "	" 1,296,062,608 "	 19.32 	" 9,528 "	" 2,364,206,069 "	 13.65 
7/18/2012	" 10,167 "	" 1,297,079,267 "	 18.79 	" 9,570 "	" 2,375,581,831 "	 20.12 
7/19/2012	" 10,181 "	" 1,299,793,145 "	 21.09 	" 9,597 "	" 2,382,638,588 "	 14.23 
7/20/2012	" 10,183 "	" 1,300,731,714 "	 20.95 	" 9,596 "	" 2,382,512,774 "	 13.41 
7/21/2012	" 10,184 "	" 1,300,865,614 "	 17.76 	" 9,596 "	" 2,382,386,982 "	 34.07 
7/22/2012	" 10,185 "	" 1,329,005,061 "	 17.39 	" 9,595 "	" 2,382,261,210 "	 32.88 
7/23/2012	" 10,199 "	" 1,338,544,099 "	 19.72 	" 9,537 "	" 2,360,035,299 "	 23.17 
7/24/2012	" 10,226 "	" 1,346,621,203 "	 24.82 	" 9,549 "	" 2,362,983,009 "	 25.02 
7/25/2012	" 10,216 "	" 1,349,418,668 "	 21.24 	" 9,496 "	" 2,379,958,811 "	 43.74 
7/26/2012	" 10,220 "	" 1,351,742,408 "	 20.74 	" 9,506 "	" 2,386,487,646 "	 43.37 
7/27/2012	" 10,217 "	" 1,417,702,425 "	 19.31 	" 9,637 "	" 2,420,394,244 "	 44.37 
7/28/2012	" 10,218 "	" 1,420,913,140 "	 19.64 	" 9,636 "	" 2,420,277,899 "	 55.22 
7/29/2012	" 10,219 "	" 1,435,522,919 "	 18.92 	" 9,636 "	" 2,420,161,575 "	 36.29 
7/30/2012	" 10,230 "	" 1,767,593,694 "	 20.43 	" 9,616 "	" 2,426,675,818 "	 32.99 
7/31/2012	" 10,235 "	" 1,809,739,988 "	 20.91 	" 9,575 "	" 2,418,529,696 "	 26.16 
8/1/2012	" 10,235 "	" 1,811,895,967 "	 20.08 	" 9,563 "	" 2,409,686,948 "	 24.17 
8/2/2012	" 10,243 "	" 1,814,514,750 "	 21.22 	" 9,464 "	" 2,387,369,576 "	-7.51 
8/3/2012	" 10,251 "	" 1,842,431,659 "	 20.65 	" 9,399 "	" 2,352,276,440 "	-17.82 
8/4/2012	" 10,252 "	" 1,847,601,241 "	 19.30 	" 9,398 "	" 2,352,917,023 "	-17.25 
8/5/2012	" 10,252 "	" 1,863,262,125 "	 18.02 	" 9,398 "	" 2,352,807,566 "	-15.08 
8/6/2012	" 10,261 "	" 1,937,320,477 "	 19.12 	" 9,394 "	" 2,353,143,455 "	-15.42 
8/7/2012	" 10,262 "	" 1,937,487,711 "	 18.62 	" 9,394 "	" 2,353,031,429 "	-15.41 
8/8/2012	" 10,264 "	" 2,019,680,035 "	 18.73 	" 9,212 "	" 2,308,637,600 "	-29.37 
8/9/2012	" 10,258 "	" 2,071,728,722 "	 16.01 	" 9,440 "	" 2,365,964,746 "	-3.95 
8/10/2012	" 10,264 "	" 2,242,650,583 "	 15.07 	" 9,465 "	" 2,370,528,270 "	-7.11 
8/11/2012	" 10,266 "	" 2,288,089,718 "	 14.42 	" 9,464 "	" 2,370,831,010 "	 2.12 
8/12/2012	" 10,266 "	" 2,288,264,436 "	 12.32 	" 9,464 "	" 2,370,708,738 "	-8.28 
8/13/2012	" 10,271 "	" 2,327,930,917 "	 12.79 	" 9,434 "	" 2,364,739,706 "	-11.71 
8/14/2012	" 10,273 "	" 2,433,590,110 "	 12.96 	" 9,485 "	" 2,375,995,151 "	-5.60 
8/15/2012	" 10,280 "	" 2,446,518,964 "	 13.58 	" 9,529 "	" 2,248,007,858 "	 2.84 
8/16/2012	" 10,306 "	" 2,602,442,029 "	 18.59 	" 9,536 "	" 2,240,430,957 "	 0.79 
8/17/2012	" 10,305 "	" 2,632,565,217 "	 17.70 	" 9,550 "	" 2,267,776,999 "	-2.75 
8/18/2012	" 10,306 "	" 2,633,128,495 "	 15.99 	" 9,549 "	" 2,268,072,035 "	-6.04 
8/19/2012	" 10,306 "	" 2,633,353,531 "	 15.65 	" 9,549 "	" 2,267,990,134 "	-6.02 
8/20/2012	" 10,308 "	" 2,633,645,178 "	 15.39 	" 9,548 "	" 2,267,813,459 "	-6.06 
8/21/2012	" 10,310 "	" 2,736,540,634 "	 15.34 	" 9,471 "	" 2,256,593,301 "	-14.53 
8/22/2012	" 10,308 "	" 2,868,176,722 "	 13.44 	" 9,496 "	" 2,262,999,233 "	-5.01 
8/23/2012	" 10,297 "	" 2,901,552,815 "	 8.68 	" 9,505 "	" 2,265,434,329 "	-5.39 
8/24/2012	" 10,305 "	" 2,923,402,784 "	 10.70 	" 9,461 "	" 2,254,934,768 "	-4.09 
8/25/2012	" 10,306 "	" 2,924,501,015 "	 10.29 	" 9,461 "	" 2,254,803,936 "	-5.39 
8/26/2012	" 10,307 "	" 2,924,847,191 "	 10.43 	" 9,460 "	" 2,258,171,844 "	-20.25 
8/27/2012	" 10,310 "	" 2,937,238,734 "	 10.56 	" 9,485 "	" 2,264,818,726 "	-17.73 
8/28/2012	" 10,312 "	" 2,967,912,875 "	 10.68 	" 9,524 "	" 2,297,803,393 "	-13.62 
8/29/2012	" 10,304 "	" 2,971,196,816 "	 8.17 	" 9,506 "	" 2,293,001,444 "	-13.46 
8/30/2012	" 10,305 "	" 3,004,498,091 "	 7.65 	" 9,481 "	" 2,287,878,851 "	-11.46 
8/31/2012	" 10,307 "	" 3,017,088,929 "	 7.86 	" 9,487 "	" 2,289,680,703 "	-9.29 
9/1/2012	" 10,308 "	" 3,018,417,438 "	 7.21 	" 9,487 "	" 2,289,631,685 "	 3.30 
9/2/2012	" 10,309 "	" 3,018,743,980 "	 6.50 	" 9,486 "	" 2,289,495,260 "	 12.62 
9/3/2012	" 10,316 "	" 3,027,894,343 "	 7.42 	" 9,489 "	" 2,291,498,235 "	 13.15 
9/4/2012	" 10,313 "	" 3,081,111,100 "	 6.73 	" 9,472 "	" 2,288,148,382 "	 10.77 
9/5/2012	" 10,310 "	" 3,100,657,183 "	 5.37 	" 9,435 "	" 2,281,678,974 "	 6.14 
9/6/2012	" 10,318 "	" 3,114,296,344 "	 6.35 	" 9,584 "	" 2,328,373,069 "	 28.43 
9/7/2012	" 10,338 "	" 3,119,090,806 "	 8.98 	" 9,637 "	" 2,342,730,719 "	 75.81 
9/8/2012	" 10,339 "	" 3,119,499,237 "	 9.62 	" 9,636 "	" 2,342,576,636 "	 29.16 
9/9/2012	" 10,340 "	" 3,119,809,064 "	 9.10 	" 9,636 "	" 2,342,422,573 "	 24.88 
9/10/2012	" 10,362 "	" 3,142,141,158 "	 11.92 	" 9,621 "	" 2,317,448,614 "	 22.71 
9/11/2012	" 10,361 "	" 3,146,527,285 "	 11.60 	" 9,661 "	" 2,327,325,941 "	 29.16 
9/12/2012	" 10,356 "	" 3,166,719,817 "	 10.38 	" 9,671 "	" 2,331,587,728 "	 36.11 
9/13/2012	" 10,364 "	" 3,208,745,097 "	 11.11 	" 9,689 "	" 2,356,062,315 "	 30.08 
9/14/2012	" 10,354 "	" 3,830,870,571 "	 8.82 	" 9,736 "	" 2,388,599,932 "	 30.17 
9/15/2012	" 10,355 "	" 3,834,186,091 "	 6.09 	" 9,735 "	" 2,388,489,871 "	 28.97 
9/16/2012	" 10,355 "	" 3,841,231,941 "	 6.28 	" 9,735 "	" 2,442,356,327 "	 26.57 
9/17/2012	" 10,356 "	" 3,995,437,791 "	 6.17 	" 9,613 "	" 2,412,288,980 "	 7.91 
9/18/2012	" 10,357 "	" 4,016,652,092 "	 6.22 	" 9,663 "	" 2,423,961,199 "	 15.37 
9/19/2012	" 10,359 "	" 4,018,217,618 "	 6.25 	" 9,729 "	" 2,442,059,921 "	 25.71 
9/20/2012	" 10,371 "	" 4,165,006,831 "	 7.78 	" 9,719 "	" 2,438,994,798 "	 36.78 
9/21/2012	" 10,372 "	" 4,198,770,853 "	 8.02 	" 9,715 "	" 2,438,486,448 "	 31.72 
9/22/2012	" 10,373 "	" 4,199,141,426 "	 9.33 	" 9,715 "	" 2,438,367,880 "	 30.07 
9/23/2012	" 10,374 "	" 4,199,518,296 "	 8.44 	" 9,715 "	" 2,453,249,334 "	 37.32 
9/24/2012	" 10,378 "	" 4,326,393,611 "	 8.96 	" 9,666 "	" 2,452,234,133 "	 28.94 
9/25/2012	" 10,385 "	" 4,329,661,770 "	 9.78 	" 9,653 "	" 2,449,086,204 "	 26.78 
9/26/2012	" 10,393 "	" 4,395,070,538 "	 10.71 	" 9,673 "	" 2,456,873,364 "	 26.11 
9/27/2012	" 10,394 "	" 4,294,907,223 "	 10.37 	" 9,710 "	" 2,468,855,857 "	 25.95 
9/28/2012	" 10,402 "	" 4,362,805,111 "	 12.47 	" 9,628 "	" 2,448,476,112 "	 15.92 
9/29/2012	" 10,403 "	" 4,363,478,961 "	 12.33 	" 9,628 "	" 2,448,421,426 "	 19.41 
9/30/2012	" 10,404 "	" 4,364,855,072 "	 12.08 	" 9,628 "	" 2,448,348,555 "	 18.38 
10/1/2012	" 10,399 "	" 4,393,269,629 "	 11.11 	" 9,647 "	" 2,453,704,839 "	 21.38 
10/2/2012	" 10,410 "	" 4,424,942,659 "	 12.43 	" 9,698 "	" 2,469,376,381 "	 29.77 
10/3/2012	" 10,413 "	" 4,430,796,174 "	 12.01 	" 9,684 "	" 2,470,681,472 "	 26.95 
10/4/2012	" 10,411 "	" 4,442,717,307 "	 11.91 	" 9,739 "	" 2,488,307,107 "	 39.07 
10/5/2012	" 10,427 "	" 4,573,001,309 "	 14.48 	" 9,744 "	" 2,491,546,688 "	 46.46 
10/6/2012	" 10,428 "	" 4,573,593,234 "	 13.56 	" 9,743 "	" 2,491,342,907 "	 21.61 
10/7/2012	" 10,428 "	" 4,574,938,912 "	 11.41 	" 9,742 "	" 2,493,139,143 "	 13.74 
10/8/2012	" 10,436 "	" 4,632,752,830 "	 12.28 	" 9,724 "	" 2,491,701,540 "	 11.16 
10/9/2012	" 10,440 "	" 4,642,696,656 "	 12.63 	" 9,687 "	" 2,482,659,000 "	 6.17 
10/10/2012	" 10,439 "	" 4,648,090,927 "	 10.08 	" 9,707 "	" 2,487,972,099 "	 10.87 
10/11/2012	" 10,449 "	" 4,660,157,087 "	 11.49 	" 9,721 "	" 2,489,242,152 "	 7.47 
10/12/2012	" 10,467 "	" 4,901,307,298 "	 14.46 	" 9,750 "	" 2,496,691,888 "	 10.27 
10/13/2012	" 10,468 "	" 4,911,249,913 "	 13.59 	" 9,750 "	" 2,496,583,137 "	 7.78 
10/14/2012	" 10,469 "	" 4,912,603,571 "	 14.53 	" 9,749 "	" 2,496,465,407 "	 1.82 
10/15/2012	" 10,470 "	" 4,913,147,951 "	 14.48 	" 9,749 "	" 2,496,347,700 "	 1.83 
10/16/2012	" 10,472 "	" 4,909,469,638 "	 14.68 	" 9,807 "	" 2,511,283,408 "	 9.63 
10/17/2012	" 10,466 "	" 4,913,641,613 "	 13.53 	" 9,964 "	" 2,552,260,505 "	 54.87 
10/18/2012	" 10,452 "	" 4,915,203,298 "	 11.38 	" 10,077 "	" 2,584,519,882 "	 66.93 
10/19/2012	" 10,475 "	" 4,985,366,828 "	 14.27 	" 10,123 "	" 2,749,512,587 "	 62.75 
10/20/2012	" 10,475 "	" 4,985,851,566 "	 12.88 	" 10,123 "	" 2,749,351,894 "	 64.32 
10/21/2012	" 10,476 "	" 4,986,236,327 "	 12.76 	" 10,122 "	" 2,750,091,224 "	 64.74 
10/22/2012	" 10,477 "	" 4,987,944,137 "	 12.62 	" 10,185 "	" 2,769,711,247 "	 78.38 
10/23/2012	" 10,476 "	" 5,063,917,953 "	 12.43 	" 10,181 "	" 2,783,800,753 "	 77.27 
10/24/2012	" 10,476 "	" 5,068,482,842 "	 11.74 	" 10,238 "	" 2,798,802,138 "	 101.80 
10/25/2012	" 10,486 "	" 5,074,441,421 "	 12.24 	" 10,440 "	" 2,858,273,208 "	 163.08 
10/26/2012	" 10,489 "	" 5,079,503,501 "	 11.60 	" 10,438 "	" 2,885,419,948 "	 155.55 
10/27/2012	" 10,490 "	" 5,079,910,484 "	 11.59 	" 10,438 "	" 2,887,625,649 "	 143.51 
10/28/2012	" 10,491 "	" 5,082,187,502 "	 10.68 	" 10,437 "	" 2,887,451,181 "	 168.09 
10/29/2012	" 10,481 "	" 5,187,196,791 "	 9.29 	" 10,466 "	" 2,927,343,708 "	 177.21 
10/30/2012	" 10,477 "	" 5,209,638,394 "	 8.54 	" 10,370 "	" 2,913,923,634 "	 145.50 
10/31/2012	" 10,471 "	" 5,210,060,674 "	 8.19 	" 10,384 "	" 2,389,931,121 "	 143.13 
11/1/2012	" 10,471 "	" 5,290,728,695 "	 7.02 	" 10,206 "	" 2,351,901,460 "	 90.48 
11/2/2012	" 10,466 "	" 5,289,839,973 "	 5.93 	" 10,134 "	" 2,349,605,410 "	 79.97 
11/3/2012	" 10,467 "	" 5,290,590,650 "	 6.24 	" 10,133 "	" 2,356,258,912 "	 68.53 
11/4/2012	" 10,468 "	" 5,291,126,342 "	 4.57 	" 10,133 "	" 2,356,126,884 "	 67.72 
11/5/2012	" 10,468 "	" 5,305,071,085 "	 4.43 	" 10,132 "	" 2,355,995,879 "	 68.05 
11/6/2012	" 10,477 "	" 5,437,382,808 "	 5.43 	" 10,044 "	" 2,342,632,323 "	 53.20 
11/7/2012	" 10,486 "	" 5,451,674,189 "	 5.86 	" 9,807 "	" 2,288,500,666 "	 20.80 
11/8/2012	" 10,489 "	" 5,465,275,141 "	 5.73 	" 10,075 "	" 2,465,046,517 "	 70.10 
11/9/2012	" 10,479 "	" 5,490,140,333 "	 4.49 	" 10,090 "	" 2,472,377,886 "	 68.86 
11/10/2012	" 10,480 "	" 5,490,620,354 "	 3.46 	" 10,089 "	" 2,505,242,855 "	 66.08 
11/11/2012	" 10,481 "	" 5,491,103,221 "	 1.56 	" 10,089 "	" 2,515,105,171 "	 60.10 
11/12/2012	" 10,484 "	" 5,492,743,823 "	 1.86 	" 10,088 "	" 2,519,166,698 "	 60.16 
11/13/2012	" 10,477 "	" 5,502,339,687 "	 0.99 	" 10,044 "	" 2,477,840,522 "	 52.25 
11/14/2012	" 10,466 "	" 5,501,666,446 "	-0.59 	" 9,994 "	" 2,456,947,851 "	 43.77 
11/15/2012	" 10,463 "	" 5,513,207,666 "	-1.21 	" 10,045 "	" 2,514,947,113 "	 41.89 
11/16/2012	" 10,468 "	" 5,520,334,639 "	 0.15 	" 10,013 "	" 2,502,389,448 "	 12.62 
11/17/2012	" 10,469 "	" 5,521,087,701 "	 1.70 	" 10,013 "	" 2,502,265,350 "	-2.01 
11/18/2012	" 10,470 "	" 5,523,028,262 "	-0.62 	" 10,012 "	" 2,502,628,972 "	-7.42 
11/19/2012	" 10,479 "	" 5,529,897,645 "	 0.41 	" 10,047 "	" 2,515,340,308 "	-3.49 
11/20/2012	" 10,483 "	" 5,356,565,903 "	 0.77 	" 10,038 "	" 2,514,247,628 "	-4.45 
11/21/2012	" 10,487 "	" 5,363,742,196 "	 1.27 	" 10,038 "	" 2,488,496,557 "	-11.94 
11/22/2012	" 10,481 "	" 5,382,301,691 "	 0.58 	" 10,024 "	" 2,621,146,804 "	-12.98 
11/23/2012	" 10,498 "	" 5,450,074,031 "	 2.56 	" 10,008 "	" 2,620,573,044 "	-20.77 
11/24/2012	" 10,498 "	" 5,450,938,795 "	 1.57 	" 10,008 "	" 2,620,444,678 "	-38.95 
11/25/2012	" 10,499 "	" 5,451,401,968 "	 1.30 	" 10,007 "	" 2,621,053,454 "	-38.93 
11/26/2012	" 10,528 "	" 5,475,421,366 "	 4.63 	" 9,971 "	" 2,617,749,829 "	-41.71 
11/27/2012	" 10,534 "	" 5,499,374,167 "	 5.26 	" 9,997 "	" 2,625,124,441 "	-39.73 
11/28/2012	" 10,534 "	" 5,515,003,226 "	 6.39 	" 10,009 "	" 2,628,521,163 "	-41.12 
11/29/2012	" 10,539 "	" 5,529,339,125 "	 7.47 	" 10,029 "	" 2,636,672,943 "	-31.54 
11/30/2012	" 10,543 "	" 5,581,382,245 "	 8.71 	" 10,065 "	" 2,646,037,943 "	-29.64 
12/1/2012	" 10,544 "	" 5,581,975,258 "	 8.75 	" 10,064 "	" 2,647,215,956 "	-14.46 
12/2/2012	" 10,545 "	" 5,582,418,288 "	 9.45 	" 10,064 "	" 2,647,073,879 "	-7.41 
12/3/2012	" 10,543 "	" 5,647,717,165 "	 9.14 	" 10,125 "	" 2,703,879,275 "	 0.12 
12/4/2012	" 10,543 "	" 5,716,425,040 "	 8.97 	" 10,171 "	" 2,717,968,486 "	 6.15 
12/5/2012	" 10,549 "	" 5,744,733,555 "	 9.71 	" 10,254 "	" 2,751,604,788 "	 17.94 
12/6/2012	" 10,574 "	" 5,761,752,220 "	 11.94 	" 10,264 "	" 2,756,293,391 "	 31.54 
12/7/2012	" 10,576 "	" 5,981,073,135 "	 10.97 	" 10,302 "	" 2,769,084,956 "	 79.46 
12/8/2012	" 10,577 "	" 5,981,407,881 "	 10.65 	" 10,301 "	" 2,768,860,699 "	 32.70 
12/9/2012	" 10,577 "	" 5,981,720,164 "	 12.03 	" 10,300 "	" 2,768,636,460 "	 30.20 
12/10/2012	" 10,581 "	" 6,003,054,013 "	 12.36 	" 10,325 "	" 2,776,456,862 "	 34.19 
12/11/2012	" 10,559 "	" 6,017,371,712 "	 9.21 	" 10,373 "	" 2,801,700,534 "	 42.22 
12/12/2012	" 10,546 "	" 6,019,103,865 "	 7.07 	" 10,405 "	" 2,836,845,650 "	 47.95 
12/13/2012	" 10,553 "	" 6,054,213,030 "	 8.81 	" 10,383 "	" 2,831,998,538 "	 51.31 
